Age,Profession,Marital Status,Education,No of Dependents,Personal Loan,House Loan,Wife Working,Salary,Wife Salary,Total Salary,Make,Price
55,Designer,1,Master's,0,1,1,1,78015,144601,222616,Ola S1,104910
39,Businessman,1,Master's,3,0,1,1,141417,38937,180354,Pure EV EPluto,99449
20,Sales Exec,0,Bachelor's,0,0,1,0,53407,0,53407,Ola S1,116490
27,Businessman,0,Doctorate,4,0,0,0,297687,0,297687,Okinawa iPraise,112741
35,HR Manager,0,Doctorate,1,0,0,0,114931,0,114931,Revolt RV400,133578
33,Engineer,1,MBA,2,1,0,0,75660,0,75660,Simple One,106017
31,HR Manager,1,Doctorate,2,0,0,0,142069,0,142069,Pure EV EPluto,106349
42,Consultant,1,Bachelor's,0,0,1,0,89460,0,89460,Ather 450X,149850
34,Doctor,0,MBA,2,0,1,0,217913,0,217913,Revolt RV400,134102
47,Sales Exec,1,Master's,2,0,0,0,44002,0,44002,Hero Photon,84427
53,Designer,1,Doctorate,1,0,1,1,95681,139208,234889,Bajaj Chetak,119635
21,Consultant,1,Bachelor's,0,1,1,0,135050,0,135050,Ampere Magnus,86829
51,Doctor,1,Bachelor's,1,0,1,0,247794,0,247794,Hero Photon,87145
42,Govt. Servant,1,Master's,1,0,1,0,39248,0,39248,Okinawa iPraise,102851
41,HR Manager,1,Bachelor's,3,0,1,0,47133,0,47133,TVS iQube,106104
44,Consultant,0,MBA,0,1,0,0,196965,0,196965,Revolt RV400,137566
41,HR Manager,0,MBA,1,0,0,0,139761,0,139761,TVS iQube,104775
41,Designer,0,High School,4,1,1,0,93163,0,93163,TVS iQube,119515
25,Doctor,1,Master's,2,1,1,0,77457,0,77457,Ampere Magnus,73932
34,HR Manager,1,Bachelor's,0,0,1,0,83329,0,83329,Hero Photon,88671
56,Engineer,0,Doctorate,3,0,1,0,57730,0,57730,Ola S1,102794
52,Businessman,1,MBA,1,0,0,0,234375,0,234375,Pure EV EPluto,108980
27,Software Dev,1,Master's,4,0,1,0,95364,0,95364,Bajaj Chetak,127658
24,Designer,1,Master's,2,1,1,1,82231,132871,215102,Bajaj Chetak,127369
58,Software Dev,1,MBA,2,1,1,0,73528,0,73528,Revolt RV400,129593
23,Teacher,1,High School,4,1,0,0,33410,0,33410,Bajaj Chetak,119502
25,Businessman,0,Master's,0,1,1,0,250033,0,250033,Ola S1,105710
51,Designer,0,Bachelor's,2,0,1,0,77813,0,77813,Revolt RV400,131099
49,Consultant,1,Doctorate,2,0,1,0,97930,0,97930,Pure EV EPluto,93651
54,Engineer,0,Doctorate,2,1,1,0,92254,0,92254,Hero Photon,89425
59,Consultant,0,MBA,1,1,1,0,184335,0,184335,Ola S1,115284
35,Govt. Servant,1,Master's,1,1,1,0,97533,0,97533,Ather 450X,145718
32,Teacher,1,Doctorate,2,1,0,1,40389,28767,69156,Ather 450X,140061
49,Engineer,1,Master's,3,0,0,0,30025,0,30025,Simple One,111342
38,HR Manager,0,MBA,2,1,1,0,114234,0,114234,Okinawa iPraise,100879
36,HR Manager,1,High School,0,1,0,1,70867,86405,157272,Okinawa iPraise,101182
38,Sales Exec,0,Doctorate,3,1,1,0,70012,0,70012,Okinawa iPraise,112542
47,HR Manager,0,Bachelor's,0,1,0,0,126393,0,126393,Ather 450X,149055
45,Doctor,1,MBA,4,0,1,1,67683,54093,121776,Hero Photon,82386
56,Teacher,0,High School,4,1,1,0,28151,0,28151,Hero Photon,87857
45,Doctor,0,Bachelor's,1,1,0,0,80544,0,80544,TVS iQube,103047
42,Businessman,1,Bachelor's,1,1,0,1,101448,42971,144419,Okinawa iPraise,106223
28,Sales Exec,0,Doctorate,1,1,1,0,56749,0,56749,Okinawa iPraise,108072
31,Sales Exec,1,Master's,4,1,1,1,55618,71943,127561,Ampere Magnus,89750
20,HR Manager,1,MBA,0,0,1,0,136884,0,136884,TVS iQube,108844
20,Engineer,1,Bachelor's,3,1,0,0,42083,0,42083,Ola S1,117601
53,Businessman,0,Doctorate,1,1,0,0,174726,0,174726,Ampere Magnus,81116
51,Govt. Servant,1,High School,4,1,0,1,42653,149934,192587,Ola S1,117697
44,Teacher,0,Bachelor's,1,1,1,0,42291,0,42291,TVS iQube,101974
59,Teacher,1,High School,2,0,0,0,42361,0,42361,Simple One,119037
20,Designer,0,MBA,3,0,0,0,91938,0,91938,Ola S1,107353
35,Consultant,0,Doctorate,0,0,1,0,97523,0,97523,Bajaj Chetak,112376
58,HR Manager,1,High School,1,1,0,1,74691,148538,223229,Bajaj Chetak,119490
24,Designer,0,Master's,2,0,0,0,43163,0,43163,Pure EV EPluto,91558
41,Govt. Servant,0,High School,2,1,1,0,91479,0,91479,Bajaj Chetak,114620
48,Sales Exec,0,High School,3,0,0,0,35867,0,35867,Revolt RV400,121500
22,Software Dev,1,Doctorate,4,0,1,0,105231,0,105231,Simple One,111591
31,Govt. Servant,0,Doctorate,4,0,0,0,70422,0,70422,TVS iQube,105906
45,Govt. Servant,1,Bachelor's,1,0,1,0,52611,0,52611,Revolt RV400,125124
35,Engineer,0,High School,1,1,1,0,82461,0,82461,Ampere Magnus,82762
56,Engineer,1,High School,4,0,1,0,37625,0,37625,Pure EV EPluto,103734
41,Engineer,1,Doctorate,0,0,1,1,87852,62169,150021,Ola S1,111639
48,Engineer,1,Master's,0,1,0,0,36984,0,36984,Okinawa iPraise,101933
33,Consultant,1,Doctorate,2,0,1,0,130209,0,130209,TVS iQube,103477
47,HR Manager,0,Master's,3,0,1,0,110653,0,110653,Okinawa iPraise,104541
24,Teacher,0,Doctorate,0,0,1,0,35197,0,35197,Bajaj Chetak,114889
49,HR Manager,0,MBA,1,1,0,0,78591,0,78591,Simple One,114452
24,HR Manager,1,High School,0,1,1,1,103260,24247,127507,Hero Photon,87759
31,Teacher,1,Master's,3,0,1,1,52949,91586,144535,Bajaj Chetak,121703
35,Engineer,1,MBA,1,0,0,0,67528,0,67528,Bajaj Chetak,114491
45,HR Manager,0,Master's,3,1,0,0,40407,0,40407,Bajaj Chetak,114047
45,Consultant,1,Bachelor's,4,1,1,0,75998,0,75998,TVS iQube,112263
40,Engineer,1,Bachelor's,3,0,0,1,72574,105526,178100,Bajaj Chetak,125711
58,Consultant,1,High School,3,1,1,1,60714,112679,173393,Ather 450X,146532
55,Designer,1,MBA,3,0,1,0,54442,0,54442,Revolt RV400,124707
52,HR Manager,0,MBA,1,1,0,0,103764,0,103764,Ola S1,118011
49,Doctor,0,Bachelor's,3,1,1,0,108889,0,108889,Hero Photon,88626
56,Consultant,1,High School,3,0,0,1,165513,138651,304164,Revolt RV400,121259
42,Designer,0,Bachelor's,2,0,1,0,84892,0,84892,Ola S1,119971
29,Businessman,0,MBA,1,0,1,0,85869,0,85869,Ola S1,112134
24,Businessman,0,Master's,3,1,0,0,250319,0,250319,Pure EV EPluto,97772
55,Designer,0,MBA,0,0,1,0,57679,0,57679,Revolt RV400,129170
53,Sales Exec,1,High School,3,0,0,1,64299,90869,155168,Ampere Magnus,74888
50,Sales Exec,0,MBA,0,1,1,0,63755,0,63755,TVS iQube,119095
29,Engineer,1,Doctorate,4,1,1,1,106168,105647,211815,Bajaj Chetak,119399
38,Sales Exec,1,MBA,4,0,0,0,28590,0,28590,Revolt RV400,132562
51,Businessman,1,Doctorate,1,1,1,1,200764,110053,310817,Okinawa iPraise,107958
20,Sales Exec,1,Bachelor's,1,0,0,1,21261,25606,46867,Hero Photon,81618
24,Doctor,0,Doctorate,4,1,0,0,229863,0,229863,Bajaj Chetak,121468
23,Businessman,1,MBA,1,1,0,1,77700,95708,173408,Bajaj Chetak,128477
35,Consultant,1,MBA,0,1,0,1,189052,144780,333832,Ola S1,118065
43,Govt. Servant,1,MBA,0,1,0,1,71688,35347,107035,Revolt RV400,129404
35,Sales Exec,1,High School,2,0,0,1,41474,142553,184027,Simple One,111308
21,Sales Exec,1,Bachelor's,1,1,0,1,54424,145340,199764,Pure EV EPluto,96871
47,HR Manager,1,Doctorate,1,0,0,0,130919,0,130919,Ampere Magnus,86813
51,Teacher,1,Master's,2,1,0,0,41853,0,41853,Revolt RV400,139472
46,Doctor,0,Doctorate,3,0,0,0,65470,0,65470,Okinawa iPraise,107566
39,Businessman,0,MBA,0,0,1,0,114805,0,114805,Revolt RV400,122376
43,Businessman,1,Master's,3,1,0,0,222586,0,222586,Ather 450X,143873
31,Software Dev,1,Master's,2,0,0,0,135295,0,135295,Bajaj Chetak,117778
54,Teacher,0,Doctorate,1,0,1,0,32201,0,32201,Ola S1,113686
52,Sales Exec,1,Doctorate,3,0,0,0,58009,0,58009,Hero Photon,80650
52,Designer,1,Doctorate,1,0,0,0,73194,0,73194,Revolt RV400,127380
56,HR Manager,1,Doctorate,2,0,0,0,103879,0,103879,Revolt RV400,125116
31,Consultant,1,Bachelor's,4,0,0,0,76823,0,76823,Ather 450X,140058
22,HR Manager,1,High School,1,1,1,0,103542,0,103542,Ola S1,103070
20,Sales Exec,1,High School,3,0,1,1,53149,40222,93371,Pure EV EPluto,106907
52,Software Dev,1,Doctorate,3,0,0,0,105830,0,105830,TVS iQube,116923
59,Govt. Servant,1,High School,2,0,0,1,95590,95070,190660,Ampere Magnus,72780
29,Businessman,0,Doctorate,3,1,0,0,288955,0,288955,Okinawa iPraise,111949
48,Consultant,1,Doctorate,0,1,0,0,140754,0,140754,Revolt RV400,131116
32,Teacher,0,Doctorate,1,1,1,0,58314,0,58314,Simple One,111036
31,Sales Exec,0,Bachelor's,0,0,0,0,51660,0,51660,Bajaj Chetak,128807
50,Doctor,1,MBA,2,1,0,1,141999,62649,204648,Okinawa iPraise,113439
21,Designer,1,High School,0,1,1,0,87983,0,87983,Simple One,107666
54,HR Manager,1,High School,0,1,1,1,115240,111016,226256,Ola S1,116127
42,Software Dev,0,Bachelor's,1,0,1,0,51994,0,51994,Ampere Magnus,81053
36,Govt. Servant,1,Bachelor's,1,1,0,1,78388,64434,142822,Simple One,111483
45,Engineer,1,Doctorate,4,1,0,1,100906,95590,196496,Ampere Magnus,84528
27,Designer,1,Doctorate,0,0,1,1,97879,123023,220902,Simple One,102844
48,Sales Exec,0,MBA,1,0,0,0,65003,0,65003,Okinawa iPraise,119507
45,Govt. Servant,1,High School,0,1,0,0,99442,0,99442,Simple One,103623
29,Designer,1,Bachelor's,0,0,1,0,67602,0,67602,TVS iQube,103236
45,Designer,0,MBA,2,1,1,0,41516,0,41516,Ampere Magnus,85253
53,Businessman,0,High School,2,0,0,0,205070,0,205070,Ampere Magnus,85622
26,Designer,1,MBA,0,1,0,1,64280,97592,161872,Simple One,103247
23,Doctor,1,MBA,2,0,1,0,94588,0,94588,Hero Photon,85554
30,Govt. Servant,1,Doctorate,1,0,0,1,65583,36919,102502,Revolt RV400,125355
48,Sales Exec,1,MBA,0,0,0,0,79830,0,79830,Pure EV EPluto,91931
55,Sales Exec,0,Doctorate,2,1,0,0,78656,0,78656,Ampere Magnus,84760
44,Doctor,0,High School,1,1,0,0,227090,0,227090,Pure EV EPluto,91265
40,Teacher,0,High School,0,1,0,0,41583,0,41583,Ola S1,112011
55,Govt. Servant,0,Doctorate,0,0,1,0,63761,0,63761,Ampere Magnus,70106
29,Designer,1,Master's,2,0,0,1,60268,35398,95666,Revolt RV400,122035
56,Software Dev,0,MBA,1,1,0,0,86523,0,86523,Ather 450X,140445
28,Consultant,1,High School,0,0,0,1,137714,118990,256704,Simple One,101336
43,Govt. Servant,1,MBA,0,1,1,1,92853,40156,133009,Ampere Magnus,78107
54,Engineer,1,Master's,4,1,0,1,84337,59524,143861,Ola S1,114925
54,Software Dev,1,MBA,0,1,0,0,63263,0,63263,Hero Photon,88531
55,Doctor,1,Master's,4,0,1,0,104763,0,104763,Ampere Magnus,73354
37,Designer,1,Bachelor's,4,1,0,1,89922,28929,118851,Ola S1,112976
58,Teacher,0,Master's,1,1,0,0,27437,0,27437,Ather 450X,145573
51,Engineer,0,High School,3,1,0,0,45408,0,45408,Pure EV EPluto,100822
43,Teacher,1,Doctorate,4,1,1,1,52562,135868,188430,Simple One,115788
42,Teacher,0,Doctorate,1,1,1,0,30479,0,30479,Ather 450X,148448
51,HR Manager,1,MBA,2,0,1,0,65171,0,65171,Ampere Magnus,84092
56,Businessman,1,Bachelor's,4,0,0,0,76831,0,76831,Ampere Magnus,83605
31,Engineer,1,MBA,3,1,0,0,48745,0,48745,Simple One,105093
32,Consultant,0,Master's,2,1,1,0,153878,0,153878,Okinawa iPraise,100355
42,Businessman,1,Doctorate,4,1,1,1,201228,121217,322445,Ather 450X,147589
44,Engineer,0,Master's,4,1,0,0,57879,0,57879,Simple One,105714
54,Teacher,1,Doctorate,3,0,1,1,37614,37171,74785,Bajaj Chetak,113954
49,Businessman,0,Doctorate,0,0,1,0,297499,0,297499,Bajaj Chetak,115580
36,Engineer,1,Doctorate,3,1,0,0,53963,0,53963,Okinawa iPraise,109578
39,Consultant,0,High School,1,0,1,0,83957,0,83957,Okinawa iPraise,107211
44,Software Dev,0,Master's,1,0,0,0,119630,0,119630,Revolt RV400,120968
41,Govt. Servant,1,MBA,3,1,0,1,37694,37156,74850,Pure EV EPluto,90806
32,Designer,0,Bachelor's,3,1,1,0,83752,0,83752,Ola S1,101555
38,Engineer,1,MBA,3,1,1,0,88443,0,88443,Okinawa iPraise,109655
55,Consultant,0,Master's,3,1,0,0,105041,0,105041,Pure EV EPluto,109925
31,Govt. Servant,0,Bachelor's,3,1,1,0,85016,0,85016,Hero Photon,89600
38,Businessman,1,MBA,4,0,1,1,247173,110347,357520,Hero Photon,81607
31,Engineer,0,Bachelor's,2,0,1,0,110295,0,110295,Ather 450X,144579
28,Engineer,0,Master's,1,0,1,0,54867,0,54867,Ola S1,107106
26,Doctor,1,Doctorate,1,0,1,1,76996,67523,144519,Ampere Magnus,73047
47,Engineer,0,Master's,2,1,1,0,86440,0,86440,Simple One,118900
33,Designer,0,High School,3,0,0,0,70446,0,70446,Bajaj Chetak,111620
50,Doctor,0,Bachelor's,2,1,0,0,188511,0,188511,Hero Photon,89758
38,Govt. Servant,1,Master's,3,0,0,0,44720,0,44720,Okinawa iPraise,100922
35,Businessman,1,Doctorate,1,1,1,0,144458,0,144458,Pure EV EPluto,93577
24,Businessman,0,Doctorate,0,0,1,0,76377,0,76377,Pure EV EPluto,98186
54,Sales Exec,1,Master's,1,0,0,1,44793,139261,184054,Simple One,119949
31,Sales Exec,0,MBA,1,0,1,0,50111,0,50111,Simple One,105417
44,Govt. Servant,1,Master's,0,1,0,1,43882,93082,136964,Simple One,113602
40,HR Manager,0,Doctorate,2,1,0,0,138219,0,138219,TVS iQube,112908
55,Consultant,1,Master's,4,0,1,0,162788,0,162788,Simple One,108738
42,HR Manager,1,High School,3,1,1,1,53181,101597,154778,TVS iQube,119334
35,Consultant,1,MBA,3,0,1,0,115939,0,115939,Simple One,107958
58,Doctor,1,Master's,1,0,1,0,246336,0,246336,Revolt RV400,125654
58,Govt. Servant,0,Doctorate,0,1,1,0,32080,0,32080,Simple One,112010
33,Consultant,0,Master's,1,1,1,0,177377,0,177377,TVS iQube,116685
50,Sales Exec,0,Master's,1,0,1,0,29640,0,29640,Pure EV EPluto,105334
24,Sales Exec,0,Bachelor's,2,0,1,0,63664,0,63664,Ather 450X,144882
54,Teacher,0,Master's,3,0,1,0,32151,0,32151,Pure EV EPluto,104919
42,Consultant,0,High School,4,0,1,0,74844,0,74844,Bajaj Chetak,110482
48,Govt. Servant,1,Doctorate,0,0,0,1,56352,118993,175345,Okinawa iPraise,101767
30,Software Dev,0,Bachelor's,4,0,1,0,144746,0,144746,Hero Photon,85553
37,Doctor,0,Master's,0,0,0,0,199376,0,199376,Ampere Magnus,86798
31,Engineer,0,MBA,3,1,0,0,83064,0,83064,TVS iQube,109926
28,Engineer,1,High School,2,1,0,0,84775,0,84775,Hero Photon,86995
29,Consultant,0,High School,4,1,1,0,59536,0,59536,Ola S1,110878
36,HR Manager,1,High School,0,1,0,0,55254,0,55254,Bajaj Chetak,119125
57,Doctor,1,Bachelor's,1,1,0,1,202375,27955,230330,TVS iQube,115111
26,Businessman,1,Master's,3,1,1,1,281617,133290,414907,Ampere Magnus,80851
32,Designer,0,High School,2,1,1,0,94433,0,94433,Okinawa iPraise,114861
59,Engineer,0,Master's,1,0,1,0,91804,0,91804,Ather 450X,141373
28,Sales Exec,1,MBA,2,0,1,1,20205,83612,103817,Revolt RV400,121202
46,Doctor,0,Master's,0,1,1,0,192981,0,192981,TVS iQube,106664
21,HR Manager,0,Master's,1,0,1,0,49172,0,49172,Hero Photon,83724
24,Govt. Servant,0,Master's,2,1,0,0,91546,0,91546,Simple One,110433
48,HR Manager,1,Doctorate,3,1,0,0,91796,0,91796,Ampere Magnus,84885
56,Doctor,1,Bachelor's,4,1,0,1,173755,41972,215727,TVS iQube,101556
57,Businessman,1,Master's,4,1,1,0,145487,0,145487,Hero Photon,89884
38,Engineer,1,High School,1,0,0,1,74445,25267,99712,Pure EV EPluto,102883
27,Sales Exec,1,Doctorate,3,1,1,1,69191,110885,180076,Pure EV EPluto,99087
20,Software Dev,1,Master's,3,1,1,0,112075,0,112075,Revolt RV400,121201
41,Govt. Servant,1,Doctorate,2,1,1,0,66444,0,66444,Bajaj Chetak,112751
36,Sales Exec,1,Bachelor's,1,0,0,0,56736,0,56736,Ola S1,112558
26,Businessman,1,Doctorate,3,0,0,1,180041,115916,295957,Ampere Magnus,89380
44,Designer,0,High School,2,1,1,0,94977,0,94977,Revolt RV400,130420
23,Businessman,0,Master's,3,0,0,0,196816,0,196816,Bajaj Chetak,122546
55,Businessman,1,High School,1,1,0,1,170657,67385,238042,Ola S1,118453
25,Engineer,1,MBA,3,0,0,0,105497,0,105497,Revolt RV400,122342
50,Doctor,1,Doctorate,3,1,0,0,217738,0,217738,Bajaj Chetak,120188
38,Doctor,1,Doctorate,3,1,1,0,181686,0,181686,Ola S1,112811
58,Sales Exec,1,Doctorate,4,1,1,0,70159,0,70159,Hero Photon,81376
46,Designer,1,Bachelor's,0,0,0,0,34027,0,34027,Ola S1,109978
29,Designer,1,High School,1,0,0,0,70068,0,70068,Bajaj Chetak,126177
45,HR Manager,0,MBA,4,1,1,0,76756,0,76756,Bajaj Chetak,119058
38,Software Dev,1,Bachelor's,0,0,1,1,149120,44726,193846,Revolt RV400,137190
58,Businessman,1,Bachelor's,3,0,0,0,200398,0,200398,TVS iQube,104354
22,Software Dev,1,Master's,3,1,1,0,74385,0,74385,Okinawa iPraise,105294
32,Teacher,0,MBA,4,1,0,0,44724,0,44724,Bajaj Chetak,110523
47,Consultant,0,Doctorate,2,0,0,0,68502,0,68502,Okinawa iPraise,101578
39,Businessman,1,Doctorate,1,1,1,1,203440,82852,286292,Pure EV EPluto,90332
47,Software Dev,1,Master's,0,0,1,0,111258,0,111258,Ather 450X,143447
27,Engineer,1,Doctorate,3,1,0,0,40113,0,40113,Okinawa iPraise,108898
58,Consultant,0,High School,1,1,0,0,63473,0,63473,Ola S1,109838
20,Designer,1,Doctorate,3,1,1,0,68247,0,68247,Ampere Magnus,74185
22,Businessman,1,High School,3,1,0,0,283449,0,283449,Pure EV EPluto,101017
32,Businessman,0,Master's,3,1,0,0,275487,0,275487,Revolt RV400,121523
47,Designer,1,Master's,1,1,0,1,53711,49592,103303,Okinawa iPraise,109475
44,HR Manager,1,High School,4,1,0,1,72249,144380,216629,Ampere Magnus,70267
52,Engineer,1,Doctorate,1,1,0,0,94300,0,94300,Okinawa iPraise,106196
57,Businessman,1,Master's,1,0,1,1,106955,114211,221166,Revolt RV400,136050
25,Software Dev,1,Master's,2,0,0,1,120524,79226,199750,TVS iQube,108463
51,Businessman,1,High School,2,0,0,1,215668,81321,296989,Ampere Magnus,82432
40,Consultant,0,Master's,4,0,0,0,158782,0,158782,Okinawa iPraise,115847
35,Businessman,1,Doctorate,2,0,1,0,120246,0,120246,Okinawa iPraise,118177
40,Software Dev,0,Master's,4,0,1,0,68122,0,68122,Bajaj Chetak,110028
30,Govt. Servant,0,High School,3,0,1,0,37866,0,37866,Simple One,107675
56,Consultant,0,Doctorate,3,0,1,0,160114,0,160114,Ampere Magnus,81613
55,Sales Exec,0,MBA,1,0,1,0,52439,0,52439,Pure EV EPluto,107903
54,Sales Exec,1,High School,3,1,1,1,65711,72385,138096,Ola S1,113998
38,Consultant,1,MBA,2,0,0,0,57566,0,57566,Ather 450X,149098
39,Engineer,0,Master's,0,0,0,0,50157,0,50157,Ather 450X,149572
37,Govt. Servant,1,Doctorate,1,1,0,0,88117,0,88117,Ola S1,100673
33,Consultant,1,Master's,4,0,1,1,92086,78970,171056,Ola S1,109446
34,Software Dev,1,Doctorate,3,1,1,1,109911,46041,155952,TVS iQube,109184
50,Teacher,1,Bachelor's,1,1,1,0,26276,0,26276,Pure EV EPluto,92224
20,Doctor,0,Master's,1,0,1,0,164533,0,164533,Revolt RV400,126287
22,Businessman,1,Master's,1,0,1,1,82892,129319,212211,Pure EV EPluto,102624
35,HR Manager,1,Master's,3,1,1,1,139508,143005,282513,Okinawa iPraise,119724
42,Govt. Servant,1,High School,4,0,0,1,31529,122323,153852,Okinawa iPraise,105026
30,Software Dev,1,Doctorate,1,0,1,1,65185,89747,154932,Bajaj Chetak,126345
31,HR Manager,1,Doctorate,1,0,0,1,101074,25986,127060,Pure EV EPluto,104387
29,Sales Exec,1,Doctorate,1,0,1,1,34369,120891,155260,Revolt RV400,134872
51,Consultant,1,High School,3,1,1,0,185645,0,185645,Okinawa iPraise,106887
35,Govt. Servant,1,Doctorate,2,1,1,1,79617,137896,217513,Bajaj Chetak,114331
27,Designer,0,Master's,4,0,0,0,81584,0,81584,Ampere Magnus,72428
57,Businessman,0,MBA,1,0,0,0,225304,0,225304,Hero Photon,85870
31,Doctor,0,Bachelor's,1,0,0,0,85908,0,85908,Ather 450X,147028
43,Sales Exec,1,Doctorate,1,1,0,1,60143,47635,107778,TVS iQube,113225
47,Consultant,1,High School,3,0,1,1,160072,133313,293385,Pure EV EPluto,96063
27,Businessman,0,High School,2,0,0,0,213039,0,213039,Ola S1,118549
47,Sales Exec,1,Doctorate,1,1,0,1,71111,63194,134305,Ola S1,112716
55,Designer,1,MBA,1,1,1,0,84333,0,84333,Ampere Magnus,86455
45,HR Manager,1,Doctorate,3,0,1,1,100470,125949,226419,Bajaj Chetak,129190
27,Doctor,0,High School,4,1,1,0,114619,0,114619,Ola S1,102631
47,Doctor,1,Bachelor's,4,0,0,0,168917,0,168917,Pure EV EPluto,95634
47,Businessman,1,MBA,2,1,0,0,270202,0,270202,Pure EV EPluto,100462
56,Software Dev,1,Doctorate,4,1,0,0,56623,0,56623,Ather 450X,149168
55,Businessman,1,Bachelor's,1,1,1,1,152739,121776,274515,Okinawa iPraise,101711
46,Sales Exec,1,Doctorate,3,1,1,1,31487,107419,138906,Bajaj Chetak,123591
36,Software Dev,0,MBA,1,1,1,0,83545,0,83545,Bajaj Chetak,126129
28,Doctor,1,High School,1,1,1,0,156073,0,156073,Hero Photon,83586
52,Teacher,0,MBA,2,0,0,0,40966,0,40966,Ather 450X,146145
39,Doctor,0,Master's,4,0,1,0,157056,0,157056,TVS iQube,105664
32,Businessman,0,Doctorate,4,1,1,0,253231,0,253231,Ather 450X,148225
47,Sales Exec,0,Bachelor's,4,1,1,0,21613,0,21613,Ampere Magnus,72085
48,Software Dev,0,Bachelor's,1,0,1,0,78408,0,78408,Revolt RV400,138558
32,Consultant,1,MBA,3,0,0,0,179763,0,179763,Ola S1,109933
54,Software Dev,1,MBA,3,1,1,1,119094,106048,225142,Ampere Magnus,77817
25,Designer,1,MBA,1,1,1,0,35633,0,35633,Okinawa iPraise,114496
37,Engineer,1,Bachelor's,0,0,0,0,103212,0,103212,Ather 450X,144591
24,Engineer,0,High School,1,1,1,0,108711,0,108711,Bajaj Chetak,112107
44,Govt. Servant,0,Bachelor's,4,0,0,0,76451,0,76451,Pure EV EPluto,90449
21,HR Manager,1,High School,1,1,1,0,95053,0,95053,TVS iQube,115371
29,Govt. Servant,1,MBA,0,1,1,0,65680,0,65680,Okinawa iPraise,102763
49,Govt. Servant,1,Master's,1,1,0,0,31544,0,31544,Ola S1,111971
24,Software Dev,1,Bachelor's,4,1,1,1,111433,132439,243872,Simple One,105266
52,Sales Exec,1,MBA,2,0,0,1,24640,43356,67996,TVS iQube,117067
20,Govt. Servant,1,Bachelor's,3,0,1,0,35612,0,35612,Ola S1,114464
37,Businessman,1,MBA,0,0,0,0,283896,0,283896,Pure EV EPluto,100479
51,Software Dev,0,Bachelor's,2,0,0,0,74357,0,74357,Ampere Magnus,79415
30,Sales Exec,1,Doctorate,3,0,0,0,51463,0,51463,Ola S1,110681
40,Engineer,1,Bachelor's,2,0,0,0,90684,0,90684,Okinawa iPraise,118552
45,Teacher,1,Doctorate,1,1,1,0,50887,0,50887,Simple One,118034
44,Businessman,0,High School,1,1,0,0,77551,0,77551,Revolt RV400,138768
41,Consultant,1,Bachelor's,3,0,1,1,155274,25084,180358,Revolt RV400,131637
46,HR Manager,0,High School,3,1,1,0,61815,0,61815,Okinawa iPraise,107914
32,Consultant,1,Master's,1,0,1,1,107403,30096,137499,Ola S1,118184
52,Sales Exec,0,Doctorate,1,0,1,0,52720,0,52720,Ampere Magnus,75569
53,Designer,0,Bachelor's,3,1,0,0,82890,0,82890,Revolt RV400,133529
54,Sales Exec,1,High School,3,0,0,1,40075,76100,116175,Bajaj Chetak,111183
20,Teacher,0,MBA,3,1,1,0,32604,0,32604,Ola S1,118856
40,Engineer,0,High School,4,0,0,0,49755,0,49755,TVS iQube,118547
25,Doctor,0,Bachelor's,4,0,0,0,100504,0,100504,Hero Photon,88932
47,Sales Exec,0,Master's,1,0,1,0,34378,0,34378,TVS iQube,103079
36,Engineer,1,Doctorate,4,1,1,0,111213,0,111213,Pure EV EPluto,101546
24,Consultant,1,MBA,0,1,1,0,117543,0,117543,Revolt RV400,131016
50,Sales Exec,1,High School,1,1,0,1,60906,87596,148502,Simple One,112801
24,Sales Exec,1,Bachelor's,0,1,1,1,58748,83388,142136,Hero Photon,87469
57,Govt. Servant,1,Bachelor's,2,0,0,0,52463,0,52463,Bajaj Chetak,129083
22,Consultant,1,Doctorate,0,1,1,1,78612,27463,106075,Ampere Magnus,75591
42,HR Manager,1,MBA,2,1,0,0,149463,0,149463,Bajaj Chetak,124493
56,HR Manager,1,High School,0,1,0,0,144310,0,144310,Bajaj Chetak,124387
56,Businessman,1,High School,2,1,0,0,113514,0,113514,Bajaj Chetak,127872
29,Designer,1,High School,2,0,1,0,90412,0,90412,Okinawa iPraise,103374
